#,id,date_time,open,close,low,high,volume,pair_id
1,10362847,2015-08-01 07:00:00.000000,284.00000001,279.84502254,275.7245078,284.00000001,301.37639242,83
2,10362848,2015-08-02 07:00:00.000000,280,286.438075,280,286.438075,106.5638591,83
3,10362849,2015-08-03 07:00:00.000000,285.4383,288.96564431,284.28627499,288.96564431,75.70679403,83
4,10362850,2015-08-04 07:00:00.000000,281.10448572,288,281.10448572,288,11.94721831,83
5,10362851,2015-08-05 07:00:00.000000,288.19999998,287.5698,279.79331405,288.965425,9.29752713,83
6,10362852,2015-08-06 07:00:00.000000,279.79331405,283.738175,275.637475,283.738175,167.08972647,83
7,10362853,2015-08-07 07:00:00.000000,277.22849063,275.9225,275.9225,277.22849063,62.18237138,83
8,10362854,2015-08-08 07:00:00.000000,280.99991008,263,262.64762661,282.235975,1032.69471792,83
9,10362855,2015-08-09 07:00:00.000000,263,268.86343705,262.101,269.75811042,410.00762714,83
10,10362856,2015-08-10 07:00:00.000000,266.21932357,266.21932357,262.1,266.21932357,9.52216239,83
11,10362857,2015-08-11 07:00:00.000000,266.21932357,269.25604587,261.60615343,269.25604587,247.49436684,83
12,10362858,2015-08-12 07:00:00.000000,269.25604587,265.413175,263.32859493,275.6263664,682.18727975,83
13,10362859,2015-08-13 07:00:00.000000,263.39255361,263,260,269.87728091,838.98645622,83
14,10362860,2015-08-14 07:00:00.000000,260.143425,265,255,265,556.22575402,83
15,10362861,2015-08-15 07:00:00.000000,265,258.27685,258.27685,267,147.73850257,83
16,10362862,2015-08-16 07:00:00.000000,257.89777067,256.76429583,256.76429583,264.818575,247.33524901,83
17,10362863,2015-08-17 07:00:00.000000,257.00000516,262.37255219,257.00000516,263.884775,115.70648577,83
18,10362864,2015-08-18 07:00:00.000000,262.38059156,178.7193125,174.57013394,262.38059156,2979.91680061,83
19,10362865,2015-08-19 07:00:00.000000,191.29999999,226.99999929,191.29999999,241.876825,5214.46440764,83
20,10362866,2015-08-20 07:00:00.000000,226.99999785,234,226.99999785,241.75778125,1900.49598303,83
21,10362867,2015-08-21 07:00:00.000000,229.65637733,233.13000186,228,242.0500026,2623.03047514,83
22,10362868,2015-08-22 07:00:00.000000,233.13000271,230.25950309,225,285,1097.99004162,83
23,10362869,2015-08-23 07:00:00.000000,230.25950309,228.4526468,226.43859881,236.14959975,369.92537078,83
24,10362870,2015-08-24 07:00:00.000000,228.4526468,211,201.45752417,236.99999909,6440.35548189,83
25,10362871,2015-08-25 07:00:00.000000,214.965,219.99000003,197.57400001,219.99000003,5064.27486289,83
26,10362872,2015-08-26 07:00:00.000000,219.99000003,227.97999999,216.15825722,227.99000003,1337.59870511,83
27,10362873,2015-08-27 07:00:00.000000,222.00000001,219.99999999,208.3,229.19941841,1607.02008258,83
28,10362874,2015-08-28 07:00:00.000000,215.4287159,230.14,212.183456,233.99000003,306.69311794,83
29,10362875,2015-08-29 07:00:00.000000,232,235,220,235,925.51764615,83
30,10362876,2015-08-30 07:00:00.000000,226.90000001,215.025,211.01100212,226.90000001,973.41945106,83
31,10362877,2015-08-31 07:00:00.000000,215.00000001,225.04000001,211,226.9,624.09319036,83
32,10362878,2015-09-01 07:00:00.000000,226.11789796,223.94469998,223.32478814,229.5,995.59920308,83
33,10362879,2015-09-02 07:00:00.000000,226,226.00000001,222.28830581,232.99999999,391.79088737,83
34,10362880,2015-09-03 07:00:00.000000,226.00000001,231.00000001,224.35971855,232.67213551,163.11990688,83
35,10362881,2015-09-04 07:00:00.000000,225.00000001,231.00000001,225.00000001,231.00000001,272.20435639,83
36,10362882,2015-09-05 07:00:00.000000,231.00000001,233.00000001,226.54264212,238.99000003,1058.47759632,83
37,10362883,2015-09-06 07:00:00.000000,233.00000001,237.7529,233.00000001,243.22733484,746.77449908,83
38,10362884,2015-09-07 07:00:00.000000,241.4,244.9,236.5,245,1928.74056669,83
39,10362885,2015-09-08 07:00:00.000000,243.5,239.90000002,239.90000002,243.5,27.7990218,83
40,10362886,2015-09-09 07:00:00.000000,242.99999999,240.59999943,236.5,243,772.01918011,83
41,10362887,2015-09-10 07:00:00.000000,240.59999866,243.83099999,236.50000001,243.83099999,172.41081462,83
42,10362888,2015-09-11 07:00:00.000000,236.60000033,238.70000001,236.37099997,255.00000001,1385.38482169,83
43,10362889,2015-09-12 07:00:00.000000,238.70000001,240,236.61000002,244.90709278,696.20053029,83
44,10362890,2015-09-13 07:00:00.000000,237.60200001,226.5,226.5,237.60200001,487.20956036,83
45,10362891,2015-09-14 07:00:00.000000,233.97779999,228.50000008,226.50000021,233.97779999,201.70637489,83
46,10362892,2015-09-15 07:00:00.000000,228.50000286,232.99999594,228.50000285,232.9999994,120.33838143,83
47,10362893,2015-09-16 07:00:00.000000,232.99999594,230.00003006,230.00003003,233.47357311,41.9559744,83
48,10362894,2015-09-17 07:00:00.000000,231.47357312,232.50000003,231.47357312,235.68915619,99.69752976,83
49,10362895,2015-09-18 07:00:00.000000,232.70000005,238.26400001,232.50000051,238.26400001,61.31583346,83
50,10362896,2015-09-19 07:00:00.000000,233.50000101,234.47,231.47357311,235.8,177.84208562,83
51,10362897,2015-09-20 07:00:00.000000,234.47,234.47,231.47357312,234.47,67.14402084,83
52,10362898,2015-09-21 07:00:00.000000,233.00000001,227.49998999,227.16978664,233.00000001,374.66359751,83
53,10362899,2015-09-22 07:00:00.000000,227.49998999,226.516353,225.91,232.49999989,637.70344267,83
54,10362900,2015-09-23 07:00:00.000000,227.5413,228,227.5413,232.4999999,77.82579095,83
55,10362901,2015-09-24 07:00:00.000000,230.30000001,235,228,235,619.6479114,83
56,10362902,2015-09-25 07:00:00.000000,235.52,238,232.01000001,238.26400001,210.62325746,83
57,10362903,2015-09-26 07:00:00.000000,238,233.000001,232.5,238.00000001,115.85075894,83
58,10362904,2015-09-27 07:00:00.000000,233.000007,233.00050075,233.000007,237.09999999,28.9457349,83
59,10362905,2015-09-28 07:00:00.000000,237.09998269,243.19999998,232,243.493875,8239.10441721,83
60,10362906,2015-09-29 07:00:00.000000,243.19999999,242,234.68665,245.4999,6796.32023097,83
61,10362907,2015-09-30 07:00:00.000000,242.14,238.00000001,233.000001,245.4,680.52383966,83
62,10362908,2015-10-01 07:00:00.000000,236.00000001,242.69999999,236,242.69999999,244.76810362,83
63,10362909,2015-10-02 07:00:00.000000,242.3,240,236.20001,243.5403,458.57828883,83
64,10362910,2015-10-03 07:00:00.000000,241.67548782,242.979,237.99,242.999,30.56132704,83
65,10362911,2015-10-04 07:00:00.000000,238.16725533,242.969,237.99,242.979,53.28731742,83
66,10362912,2015-10-05 07:00:00.000000,238.8,236.98,236.97900001,242.969,131.76992734,83
67,10362913,2015-10-06 07:00:00.000000,238.0878687,242.25,236.98000001,249.76639999,520.03352388,83
68,10362914,2015-10-07 07:00:00.000000,242.25,243.00000001,241,252.38676,586.72694405,83
69,10362915,2015-10-08 07:00:00.000000,248.49999932,242.30000243,242.06,248.49999932,262.51352771,83
70,10362916,2015-10-09 07:00:00.000000,246.89,244.00000001,242,246.89,443.07583373,83
71,10362917,2015-10-10 07:00:00.000000,246.4,243.1,242.40020005,246.5,101.51466383,83
72,10362918,2015-10-11 07:00:00.000000,243.1,248.28210592,243.1,248.28210623,950.06038715,83
73,10362919,2015-10-12 07:00:00.000000,243.5092607,244.6001001,243.5092607,248.37944518,195.01732935,83
74,10362920,2015-10-13 07:00:00.000000,244.6001001,248.47210201,244.6001001,250.39999882,280.83323319,83
75,10362921,2015-10-14 07:00:00.000000,250.38777646,252.29997287,247.15829748,257.26208372,736.39530531,83
76,10362922,2015-10-15 07:00:00.000000,253.99999995,259.2432,251.02606982,262.66813468,1223.80879756,83
77,10362923,2015-10-16 07:00:00.000000,259.50329999,266.08098303,254.00954551,266.08098303,796.79748632,83
78,10362924,2015-10-17 07:00:00.000000,266,267.04218175,261,277.6389,699.356047,83
79,10362925,2015-10-18 07:00:00.000000,272.99999996,269.99999999,261,272.99999996,1209.76779022,83
80,10362926,2015-10-19 07:00:00.000000,261.50000001,263.00000023,261.50000001,269.99999999,205.73973397,83
81,10362927,2015-10-20 07:00:00.000000,267.44400081,275.49999,262.00000001,275.5,1011.0685634,83
82,10362928,2015-10-21 07:00:00.000000,275.49999,266.30000001,261.9246,275.49999,2331.3783515,83
83,10362929,2015-10-22 07:00:00.000000,266.30000001,276.14699996,261,276.14700001,2238.98496921,83
84,10362930,2015-10-23 07:00:00.000000,270.31000003,277.86212966,270.31000003,284.29949888,917.39832526,83
85,10362931,2015-10-24 07:00:00.000000,278.49899517,280.00001,278.49899517,283.92550526,435.87485692,83
86,10362932,2015-10-25 07:00:00.000000,283.05999998,287.85000016,281.60227631,298.73999999,4739.14131151,83
87,10362933,2015-10-26 07:00:00.000000,287.85000018,281.49999999,279,291.01634988,3372.45297058,83
88,10362934,2015-10-27 07:00:00.000000,281.59999999,297.49999395,281,298.5,5466.31294789,83
89,10362935,2015-10-28 07:00:00.000000,297.69996256,295.19768986,281.01633477,307.75,6478.98043305,83
90,10362936,2015-10-29 07:00:00.000000,295.5,312.59999894,293.31363296,314.6753,7229.67027246,83
91,10362937,2015-10-30 07:00:00.000000,312.59999894,326.87000009,307.1,326.87000009,15426.06825397,83
92,10362938,2015-10-31 07:00:00.000000,326.8700001,310.00000001,306.45969915,332,9455.35534492,83
93,10362939,2015-11-01 07:00:00.000000,312.08011732,326.74446166,312.08011732,328.96200408,1128.35413233,83
94,10362940,2015-11-02 07:00:00.000000,326.744471,369.02958148,320.366901,370.02602501,10188.31647562,83
95,10362941,2015-11-03 07:00:00.000000,366.1,400,355.87499999,424,28008.4737616,83
96,10362942,2015-11-04 07:00:00.000000,399.99,393,359.48965566,477,50090.55955153,83
97,10362943,2015-11-05 07:00:00.000000,393,383.09999996,366.71097058,416.05800073,22723.78031612,83
98,10362944,2015-11-06 07:00:00.000000,382.50000001,379,350,398.88888888,15753.9061563,83
99,10362945,2015-11-07 07:00:00.000000,367.30009891,390.99999994,367.30009891,397.3333333,14135.54767876,83
100,10362946,2015-11-08 07:00:00.000000,384.500001,371.00000001,369,389.35,3371.05062955,83
101,10362947,2015-11-09 07:00:00.000000,371.00006667,384.55,362.99999999,387.9099995,11796.61678413,83
102,10362948,2015-11-10 07:00:00.000000,382.51554957,335.20014911,327.70000002,385.63229092,13633.17558794,83
103,10362949,2015-11-11 07:00:00.000000,335.20014905,313.13,303.33311004,341,24073.00331861,83
104,10362950,2015-11-12 07:00:00.000000,313.13,339,308.99607256,343.29180826,8966.00556231,83
105,10362951,2015-11-13 07:00:00.000000,339,339.01194,325.00000001,343.10639329,6071.59637035,83
106,10362952,2015-11-14 07:00:00.000000,336.99999899,340.19,332.2,340.19,3876.89106148,83
107,10362953,2015-11-15 07:00:00.000000,340.18999999,318,318,341.1,27998.28341889,83
108,10362954,2015-11-16 07:00:00.000000,318,332,318,336.00400001,3587.00092425,83
109,10362955,2015-11-17 07:00:00.000000,334.99999222,334.01010403,331,340,5314.08033778,83
110,10362956,2015-11-18 07:00:00.000000,338.49998933,336.31001221,334,341.77699995,3288.34249066,83
111,10362957,2015-11-19 07:00:00.000000,336.31001223,328.999999,320.10000001,337.89998789,5716.69682478,83
112,10362958,2015-11-20 07:00:00.000000,332.949999,327.50000001,317.99999999,332.95,5201.18951038,83
113,10362959,2015-11-21 07:00:00.000000,323.49999999,328.79999999,323,335.34000003,4224.14769499,83
114,10362960,2015-11-22 07:00:00.000000,325.5000414,331.9,323.1,334.68999999,3956.72574788,83
115,10362961,2015-11-23 07:00:00.000000,328.75,325.47,324.00004591,334.69,415.49691086,83
116,10362962,2015-11-24 07:00:00.000000,329.99,321,321,329.99,5114.09038296,83
117,10362963,2015-11-25 07:00:00.000000,327.9998999,326.99,318.10010001,329,4363.41308284,83
118,10362964,2015-11-26 07:00:00.000000,328.989999,355.10127219,326.99047556,366.95586085,12795.53470417,83
119,10362965,2015-11-27 07:00:00.000000,355.10130018,361.99995456,349.00000605,378.888888,5368.60568671,83
120,10362966,2015-11-28 07:00:00.000000,361.99995456,356,354.00000001,364,8422.3282943,83
121,10362967,2015-11-29 07:00:00.000000,357.100001,375.00000004,356.50014836,378.888888,2090.20380147,83
122,10362968,2015-11-30 07:00:00.000000,375,379.49999999,371.99999999,385.00000001,4270.35881246,83
123,10362969,2015-12-01 07:00:00.000000,379.39999999,364,355,379.39999999,6039.86433605,83
124,10362970,2015-12-02 07:00:00.000000,356.450002,365.65493181,353.525125,366.36659,3623.81496124,83
125,10362971,2015-12-03 07:00:00.000000,365.46090835,366.99999998,356.00000801,375,2682.53387575,83
126,10362972,2015-12-04 07:00:00.000000,364.99999941,365.51,355.12278158,366,4006.18956686,83
127,10362973,2015-12-05 07:00:00.000000,365.49,380.45053057,360.12706417,392.265,14923.9584081,83
128,10362974,2015-12-06 07:00:00.000000,389.99999944,390.30007076,380.99663008,400.00000001,9688.91212093,83
129,10362975,2015-12-07 07:00:00.000000,397.99999989,394.20032806,388.00009037,403.00000001,6553.67471525,83
130,10362976,2015-12-08 07:00:00.000000,398.5,418.5542986,392.20000001,418.5542986,8458.64850158,83
131,10362977,2015-12-09 07:00:00.000000,413.00000018,421.9999999,404.48417735,428.99999997,14490.17812562,83
132,10362978,2015-12-10 07:00:00.000000,420.51425536,425.17679999,410.000021,425.17679999,5793.98207009,83
133,10362979,2015-12-11 07:00:00.000000,420.00000027,452.70000009,418.63267478,456.65800001,22657.15254636,83
134,10362980,2015-12-12 07:00:00.000000,445.79596711,430.15422975,405.66284539,468,24374.04001909,83
135,10362981,2015-12-13 07:00:00.000000,427.86722266,433.00000202,423.25,444.99999993,8316.76869106,83
136,10362982,2015-12-14 07:00:00.000000,433.04088808,443.09999999,431.00007782,449.49498,4180.87865293,83
137,10362983,2015-12-15 07:00:00.000000,443.00000009,465.15045061,442.99999993,465.15045069,15161.60372743,83
138,10362984,2015-12-16 07:00:00.000000,465.15045049,453.000001,445,468.49999999,10825.19994283,83
139,10362985,2015-12-17 07:00:00.000000,455.99999999,453.500001,451,457.9999,1346.45368139,83
140,10362986,2015-12-18 07:00:00.000000,453.500001,460,453.000001,465,5049.65580533,83
141,10362987,2015-12-19 07:00:00.000000,458.000001,460,452.130001,466.929,11513.43735268,83
142,10362988,2015-12-20 07:00:00.000000,456.81643452,438.10101011,431.01,460,11042.25379025,83
143,10362989,2015-12-21 07:00:00.000000,443.09925,439.7999,426,443.0999999,11583.495905,83
144,10362990,2015-12-22 07:00:00.000000,432.2589971,434.84381765,432.2589971,439.83131689,6790.83811122,83
145,10362991,2015-12-23 07:00:00.000000,434.00000001,445.67999996,434,446,2590.72813707,83
146,10362992,2015-12-24 07:00:00.000000,445.67999,453.06292574,441.52188074,464.88566999,5436.33844866,83
147,10362993,2015-12-25 07:00:00.000000,453.0630166,455,450,459.39999999,1783.49667733,83
148,10362994,2015-12-26 07:00:00.000000,455.99999989,418.53822857,409.000166,460.999999,11361.05410045,83
149,10362995,2015-12-27 07:00:00.000000,420.95017872,421.24000002,412.32,429.68242294,5994.61615054,83
150,10362996,2015-12-28 07:00:00.000000,423.08,423.59556697,417.00000001,431.69037499,3195.21888091,83
151,10362997,2015-12-29 07:00:00.000000,421.1,427.00000001,421.1,437.0783412,3568.15835775,83
152,10362998,2015-12-30 07:00:00.000000,433.2,425.12,420,434.07,3505.68330624,83
153,10362999,2015-12-31 07:00:00.000000,424.27,430.57315002,417,430.57315002,2539.67580514,83
154,10363000,2016-01-01 07:00:00.000000,428.26000202,434.98999999,428.26000202,435,2975.02694268,83
155,10363001,2016-01-02 07:00:00.000000,434.98999999,436.9499,430.5,438.13999999,944.85328936,83
156,10363002,2016-01-03 07:00:00.000000,432.31,428.14,426.45308869,435.61499822,683.91847,83
157,10363003,2016-01-04 07:00:00.000000,427.29114142,432.00001111,427.29114042,435.999999,724.97600445,83
158,10363004,2016-01-05 07:00:00.000000,430.14021095,430.37677352,429.5695,435.999999,427.64728309,83
159,10363005,2016-01-06 07:00:00.000000,430.17047263,427.50002018,427.290001,434.99999973,819.34482713,83
160,10363006,2016-01-07 07:00:00.000000,427.50057343,458.89700208,427.50057343,458.89700208,10706.24231174,83
161,10363007,2016-01-08 07:00:00.000000,451.10001118,453.05,446.99999999,468,5912.94840652,83
162,10363008,2016-01-09 07:00:00.000000,453.05,447.420001,447.00037915,457.3980537,1879.48546964,83
163,10363009,2016-01-10 07:00:00.000000,447.420001,450.72851988,440.02000706,453.02999998,9116.86086338,83
164,10363010,2016-01-11 07:00:00.000000,448.77,447,444.89,455.66999999,7224.81225238,83
165,10363011,2016-01-12 07:00:00.000000,448.08324386,434.4962313,434.07784163,448.62,7525.82848928,83
166,10363012,2016-01-13 07:00:00.000000,433.4962313,433.68500408,424.001,439.69999998,9072.75886437,83
167,10363013,2016-01-14 07:00:00.000000,428.53476603,429.49640246,424,434.99999999,2267.46968672,83
168,10363014,2016-01-15 07:00:00.000000,428.88954001,362,358.000006,429.49640246,27192.75979869,83
169,10363015,2016-01-16 07:00:00.000000,357,386.4618669,333.6,387.99999999,19523.98472643,83
170,10363016,2016-01-17 07:00:00.000000,386.46186691,370,369.71695546,394.1,13842.4998052,83
171,10363017,2016-01-18 07:00:00.000000,371.44223035,388,367.11112952,399.94999999,22196.01999022,83
172,10363018,2016-01-19 07:00:00.000000,393.89998999,378.50200171,376.73464414,395,8779.08855613,83
173,10363019,2016-01-20 07:00:00.000000,379.502007,422.88270948,377.4225,422.88270948,15387.14149928,83
174,10363020,2016-01-21 07:00:00.000000,418.00000397,406.0000001,401.43089234,420.42999999,6751.03616056,83
175,10363021,2016-01-22 07:00:00.000000,405.0000003,380.97271858,375,413.26513434,6756.02213209,83
176,10363022,2016-01-23 07:00:00.000000,378.02890176,389.94000001,378.02890176,404.36071952,13328.05830136,83
177,10363023,2016-01-24 07:00:00.000000,385.00000003,402.85787573,378.80930001,407.91799999,10516.92480948,83
178,10363024,2016-01-25 07:00:00.000000,404.82937107,391.17000081,384.90950034,406.80087625,18108.31186502,83
179,10363025,2016-01-26 07:00:00.000000,390.26000002,395.11999999,384.90950034,399.65700001,15647.27354435,83
180,10363026,2016-01-27 07:00:00.000000,387.79,396,384.332,401.17609864,12979.7346639,83
181,10363027,2016-01-28 07:00:00.000000,391.19000101,378.0000001,374.68813274,391.19000101,11050.97176019,83
182,10363028,2016-01-29 07:00:00.000000,376.98,376.8600002,357.59046709,381.0000001,12980.18192613,83
183,10363029,2016-01-30 07:00:00.000000,378.94281121,378.66999987,371.2,380.5,1781.19602242,83
184,10363030,2016-01-31 07:00:00.000000,380.22999999,367.33999995,362.60000001,380.5,8407.72255208,83
185,10363031,2016-02-01 07:00:00.000000,367.33999991,370.45,360.5,380.09999995,13509.41891094,83
186,10363032,2016-02-02 07:00:00.000000,376.09,368.6900001,368.67145259,377.7777777,5604.44787387,83
187,10363033,2016-02-03 07:00:00.000000,368.81387894,358.52,351.8881965,373,9004.93684017,83
188,10363034,2016-02-04 07:00:00.000000,360.00002945,389.59999999,358.51,389.59999999,17028.530682,83
189,10363035,2016-02-05 07:00:00.000000,385.7773098,385.98899663,380.3530589,397.97511686,22708.10009319,83
190,10363036,2016-02-06 07:00:00.000000,388.18962933,377.63999823,371,388.18962933,15583.53414189,83
191,10363037,2016-02-07 07:00:00.000000,376.96999674,372.99999916,368.99999823,381.67419373,15932.59275596,83
192,10363038,2016-02-08 07:00:00.000000,372.99999916,369.65447893,369.09999999,379.00999997,6479.48321648,83
193,10363039,2016-02-09 07:00:00.000000,373.21999972,376.71518383,369.65451242,380.49,20723.32240604,83
194,10363040,2016-02-10 07:00:00.000000,376.98829552,382.97999999,364.1000001,385,37846.45175219,83
195,10363041,2016-02-11 07:00:00.000000,382.98,387.95,371.00000001,388.254,21454.516881,83
196,10363042,2016-02-12 07:00:00.000000,378.34879972,385,320,415.01869658,56849.66494514,83
197,10363043,2016-02-13 07:00:00.000000,384.31,391.98999996,380.31135223,397.99999998,44799.38904767,83
198,10363044,2016-02-14 07:00:00.000000,391.98999996,404.88887998,390.01050005,406.00000681,29671.13864735,83
199,10363045,2016-02-15 07:00:00.000000,398.00001134,403.8416231,397.59,408.7,40996.12487407,83
200,10363046,2016-02-16 07:00:00.000000,399.00000362,408.00000009,399.00000352,412.79999999,26228.93154111,83
201,10363047,2016-02-17 07:00:00.000000,411.49999999,413.50000048,399.55,426,48770.63843345,83
202,10363048,2016-02-18 07:00:00.000000,413.50000535,418.10000823,411,424.76999998,34912.88661748,83
203,10363049,2016-02-19 07:00:00.000000,420,417.00000354,413.00000001,424.8,14617.06581747,83
204,10363050,2016-02-20 07:00:00.000000,416.001,436.5100001,416.001,440,37972.04766773,83
205,10363051,2016-02-21 07:00:00.000000,436.99999009,441.00000442,420.48999982,445,35817.96966889,83
206,10363052,2016-02-22 07:00:00.000000,441.00000442,440,429.17,441.00000442,23594.55422733,83
207,10363053,2016-02-23 07:00:00.000000,440,416.10000178,413.42,440.00000001,60429.45297098,83
208,10363054,2016-02-24 07:00:00.000000,416.10000178,409.45245,405.99500043,425.09999896,39025.54904354,83
209,10363055,2016-02-25 07:00:00.000000,409.453,422.999999,384.02000001,425.70181751,77657.33776091,83
210,10363056,2016-02-26 07:00:00.000000,420,432.48000001,411.88900001,432.48000001,37088.59457624,83
211,10363057,2016-02-27 07:00:00.000000,429.00000552,425.52,421.00100001,434.99999,18908.51511429,83
212,10363058,2016-02-28 07:00:00.000000,430,432.84999997,380.99999,439.44,71879.58639651,83
213,10363059,2016-02-29 07:00:00.000000,431.55004679,436.1,431.55004679,441.30464888,30212.28504225,83
214,10363060,2016-03-01 07:00:00.000000,440,434.00000001,424.73000001,442.89999999,53433.06313699,83
215,10363061,2016-03-02 07:00:00.000000,432.3700057,425.98623253,422.13646503,438.9999999,35872.40546759,83
216,10363062,2016-03-03 07:00:00.000000,423.50910522,417.24,408.08999991,433.89,81434.40448315,83
217,10363063,2016-03-04 07:00:00.000000,422.499999,408.14999999,393.33,437.4944444,79482.19429671,83
218,10363064,2016-03-05 07:00:00.000000,400.40000001,392,378.88,410,129675.78057729,83
219,10363065,2016-03-06 07:00:00.000000,391.999,407.00000002,378.99,433,119132.11979732,83
220,10363066,2016-03-07 07:00:00.000000,407.00000002,409.9,401.7,420.02688172,62823.92444519,83
221,10363067,2016-03-08 07:00:00.000000,409.90000001,410.40000001,402.83042801,415.60594081,47787.9324513,83
222,10363068,2016-03-09 07:00:00.000000,410.40000001,404.4,401.00000003,415,82827.86906176,83
223,10363069,2016-03-10 07:00:00.000000,404,416.60126,402.25185002,419.9,64807.42080052,83
224,10363070,2016-03-11 07:00:00.000000,417.3,421.1,413.98,424.44475104,39582.40035558,83
225,10363071,2016-03-12 07:00:00.000000,421.09999999,410.5,406.57296965,422.06999999,118475.77071643,83
226,10363072,2016-03-13 07:00:00.000000,410.64106349,410.79,403,416.58836052,67860.07352421,83
227,10363073,2016-03-14 07:00:00.000000,403.88641349,411.95000001,385,420,174393.54265204,83
228,10363074,2016-03-15 07:00:00.000000,413.16000001,413.49000459,408.05,419.98956999,32758.04558617,83
229,10363075,2016-03-16 07:00:00.000000,413.49000459,418.1,409.48402084,419.9,39999.95745837,83
230,10363076,2016-03-17 07:00:00.000000,418.1,418.30999999,414.5,428.85247103,74062.69656392,83
231,10363077,2016-03-18 07:00:00.000000,418.30999999,404.91999981,395.00010001,421,149460.46486619,83
232,10363078,2016-03-19 07:00:00.000000,401.02100001,404.25730345,400,416.795,68209.42580957,83
233,10363079,2016-03-20 07:00:00.000000,409.22999976,409.98,404.26,415.71129614,39316.06686728,83
234,10363080,2016-03-21 07:00:00.000000,409.00000001,404.36491835,402.92,412.98,65750.7879139,83
235,10363081,2016-03-22 07:00:00.000000,406.56757875,414.99458,403.96155785,418.59410249,47490.18751185,83
236,10363082,2016-03-23 07:00:00.000000,414.99958,416.6,413.67326001,423,32499.02786897,83
237,10363083,2016-03-24 07:00:00.000000,416.6,418.8,414,423.81442871,57163.65425816,83
238,10363084,2016-03-25 07:00:00.000000,418.00000001,416.71542144,413.50108799,418.88,9248.62912324,83
239,10363085,2016-03-26 07:00:00.000000,415.47795858,418.32335169,413.93,420.59117429,23467.42120272,83
240,10363086,2016-03-27 07:00:00.000000,415.271,424.0852,415,428.99999996,50868.76451029,83
241,10363087,2016-03-28 07:00:00.000000,424.1252,425.39092016,420,428.75209124,48232.4741829,83
